#BLTrackFile File generated by X_BOA
#x y z Px Py Pz t PDGid EvNum TrkId Parent weight
464.09508135632973 0.0 0.0 0.0 0.0 176.44169960641392 0.0 -13 1 0 0 1.0 
464.09508135632973 0.0 0.0 0.0 0.0 286.81587599015506 0.0 -13 2 0 0 1.0 
464.09508135632973 0.0 0.0 0.0 0.0 391.6567630974857 0.0 -13 3 0 0 1.0 
464.09508135632973 0.0 0.0 0.0 0.0 494.4964038696338 0.0 -13 4 0 0 1.0 
464.09508135632973 0.0 0.0 0.0 0.0 596.3709976180934 0.0 -13 5 0 0 1.0 
464.09508135632973 0.0 0.0 0.0 0.0 697.7034041482098 0.0 -13 6 0 0 1.0 
464.09508135632973 0.0 0.0 0.0 0.0 798.7000147239261 0.0 -13 7 0 0 1.0 
464.09508135632973 0.0 0.0 0.0 0.0 899.4739500841589 0.0 -13 8 0 0 1.0 
464.09508135632973 0.0 0.0 0.0 0.0 1000.0925258394844 0.0 -13 9 0 0 1.0 
464.09508135632973 0.0 0.0 0.0 0.0 1100.598352533748 0.0 -13 10 0 0 1.0 
464.09508135632973 0.0 0.0 0.0 0.0 5863.678023220578 0.0 2212 11 0 0 1.0 
